"","day","hour","min_group","statn 1","statn 2","statn 3","statn 4","statn 5","statn 6","statn 7","statn 8","statn 9","statn 10","statn 11","statn 12","statn 13","statn 14","statn 15","statn 16","statn 17","statn 18","statn 19","statn 20","statn 21","statn 22","statn 23","statn 24","statn 25","statn 26","statn 27","statn 28","statn 29","statn 30","statn 31","statn 32","statn 33","statn 34","statn 35","statn 36","statn 37","statn 38","statn 39","statn 40","statn 41","statn 42","statn 43","statn 44","statn 45","statn 46","statn 47","statn 48","statn 49","statn 50","statn 51","statn 52","statn 53","statn 54","statn 55","statn 56","statn 57","statn 58","statn 59","statn 60","statn 61","statn 62","statn 63","statn 64","statn 65","statn 66","statn 67","statn 68","statn 69","statn 70","statn 71","statn 72","statn 73","statn 74","statn 75","statn 76","statn 77","statn 78","statn 79","statn 80","statn 81","statn 82","statn 83","statn 84","statn 85","statn 86","statn 87","statn 88","statn 89","statn 90","statn 91","statn 92","statn 93","statn 94","statn 95","statn 96","statn 97","statn 98","statn 99","statn 100","statn 101","statn 102","statn 103","statn 104","statn 105","statn 106","statn 107","statn 108","statn 109","statn 110","statn 111","statn 112","statn 113","statn 114","statn 115","statn 116","statn 117","statn 118","statn 119","statn 120","statn 121","statn 122","statn 123","statn 124","statn 125","statn 126","statn 127","statn 128","statn 129","statn 130","statn 131","statn 132","statn 133","statn 134","statn 135","statn 136","statn 137","statn 138","statn 139","statn 140","statn 141","statn 142"
"182","Friday","16","2","16","18","12","20","22","16","22","15","26","20","23","20","28","22","20","23","12","20","9","11","10","25","16","20","18","16","26","25","20","17","21","13","10","21","15","23","16","20","17","22","13","9","24","17","29","19","17","11","26","23","21","16","26","19","22","30","20","18","16","19","24","20","18","24","16","21","15","16","14","13","19","18","16","17","23","20","17","26","19","31","17","8","13","17","30","18","15","19","23","18","24","21","16","14","18","26","21","20","18","25","20","9","22","16","14","21","23","23","23","17","19","26","21","15","20","19","22","16","13","16","26","25","24","18","22","14","27","21","28","19","24","12","15","18","20","24","23","19","15","28","27","18"
"183","Friday","16","3","8","22","20","25","21","23","17","29","13","13","25","17","23","17","27","10","20","16","23","17","19","17","20","18","18","21","19","15","25","20","19","17","10","6","29","16","24","21","21","25","30","21","17","19","20","20","20","22","13","16","33","26","18","16","23","28","15","19","27","17","15","13","18","14","17","10","15","16","13","19","16","23","18","10","30","15","20","22","17","23","27","13","21","20","20","16","18","12","15","23","20","22","16","18","21","19","16","9","19","23","19","19","19","17","23","22","22","20","15","14","18","15","29","16","19","27","28","15","8","24","15","25","31","20","13","18","14","17","27","24","16","9","26","15","13","12","21","22","17","21","25","10"
"184","Friday","16","4","13","24","19","21","23","21","26","21","24","22","18","19","30","29","28","20","15","16","15","13","25","29","14","17","17","16","22","28","26","21","16","12","6","13","24","27","22","19","21","16","19","19","25","15","17","15","16","25","31","13","21","17","17","15","15","16","16","27","20","19","22","26","22","16","20","21","12","19","16","26","20","22","22","24","27","11","8","12","19","21","9","17","18","17","17","19","11","24","16","12","16","20","15","17","16","18","21","26","15","20","20","27","23","23","18","13","13","22","20","18","21","17","15","29","26","23","14","15","14","17","20","26","23","28","18","16","26","29","30","11","19","17","17","13","25","29","17","15","19","19","19","22"
"185","Friday","16","5","14","16","23","21","23","18","21","15","21","15","28","15","18","21","18","18","21","18","15","16","20","23","18","23","19","19","19","11","17","24","28","17","18","25","23","22","25","26","22","18","18","11","32","18","14","25","18","24","22","17","23","13","23","19","18","15","32","24","20","17","18","21","25","20","17","21","22","18","15","25","23","31","17","23","27","25","22","19","12","21","29","19","18","30","22","19","21","20","12","17","24","17","20","19","24","32","19","17","16","19","22","13","9","20","16","13","17","22","19","12","29","22","27","15","25","19","16","22","14","19","25","19","26","12","15","16","21","14","25","9","22","15","32","21","22","21","15","10","33","18","18","20"
"186","Friday","16","6","21","28","17","19","15","12","15","26","24","20","29","13","27","20","20","15","22","24","19","23","19","22","20","19","19","12","25","28","20","16","10","27","18","24","19","21","17","18","26","21","21","22","19","31","22","17","24","19","28","16","18","22","15","15","23","17","25","21","16","26","13","29","17","29","27","24","18","19","15","26","28","16","9","27","24","19","19","19","25","14","18","22","20","16","22","29","17","21","22","28","26","22","18","13","19","23","20","19","14","25","17","19","25","21","22","23","19","11","19","21","17","22","21","21","24","23","19","24","16","28","30","21","19","21","26","23","19","22","17","31","14","17","23","20","19","17","15","21","13","10","16","20"
"187","Friday","18","1","23","18","26","23","27","20","14","24","29","17","12","25","17","23","16","19","25","15","25","12","13","23","25","17","22","27","21","20","19","22","20","20","22","21","24","13","16","18","16","20","14","22","23","19","16","24","23","17","24","14","23","23","18","16","16","20","19","21","27","18","14","27","19","17","15","21","18","15","15","20","22","21","21","20","15","16","14","10","23","21","15","26","22","12","16","22","7","22","16","17","11","13","12","20","18","23","20","20","30","10","15","14","31","29","20","19","28","22","18","21","25","22","24","27","13","18","20","18","15","25","15","14","15","20","19","21","20","21","24","30","26","17","33","17","21","20","23","17","29","30","23","18"
"188","Friday","18","2","16","21","26","20","21","16","18","20","15","14","12","16","23","17","17","31","23","18","16","24","18","14","14","21","11","14","17","22","21","25","19","19","18","23","34","16","16","25","17","21","13","27","29","15","23","15","14","17","16","16","24","24","26","20","29","13","19","27","13","19","14","21","20","26","27","16","22","18","12","19","18","18","24","15","23","16","22","14","22","17","25","14","13","23","25","16","19","25","9","23","13","20","17","15","20","15","20","26","22","13","27","13","27","23","18","16","6","18","22","20","16","17","17","20","15","14","21","17","12","27","20","25","8","18","21","26","21","17","23","12","16","27","16","18","17","23","17","27","18","16","12","28"
"189","Friday","18","3","14","13","13","16","18","21","30","16","19","18","21","16","11","18","22","19","18","12","21","22","18","16","28","17","26","12","15","22","20","23","24","26","17","9","19","27","18","11","25","12","16","12","20","14","21","16","23","27","18","23","19","15","21","22","20","26","14","11","14","27","12","15","26","24","13","14","20","19","17","18","22","17","15","18","18","14","23","21","20","22","22","26","11","16","19","22","22","10","16","18","23","24","17","20","22","16","17","11","22","21","19","19","22","13","21","16","24","23","23","24","16","23","12","24","31","14","22","14","20","23","24","19","24","17","25","15","29","32","22","20","14","28","30","18","19","22","15","14","21","19","27","18"
"190","Friday","18","4","20","19","23","20","14","20","9","15","18","23","17","20","15","15","30","19","18","13","19","19","16","20","6","14","21","18","19","27","20","19","17","10","22","23","12","13","8","26","26","24","16","28","15","21","21","24","25","16","18","26","30","17","16","24","19","20","18","19","18","16","25","22","19","19","18","14","18","12","18","19","23","27","18","20","24","17","24","17","22","22","24","21","15","25","24","15","22","12","22","21","22","26","19","13","17","20","16","21","26","19","20","15","16","13","11","25","19","28","14","15","14","21","22","14","13","26","22","19","25","24","17","21","19","16","24","11","22","22","20","19","26","25","26","14","28","18","16","17","13","22","10","22"
"191","Friday","18","5","22","27","19","16","24","24","15","22","16","12","21","8","20","18","22","28","20","16","17","19","28","19","18","19","21","23","17","17","20","31","29","21","20","34","23","16","11","14","17","24","23","16","16","26","12","23","12","8","16","12","26","22","23","18","25","13","19","8","19","17","21","19","19","27","11","27","23","20","12","28","15","21","19","17","17","17","17","32","22","21","14","17","20","21","20","20","18","19","15","10","9","23","16","26","21","13","14","13","15","23","23","24","17","21","28","13","17","18","23","27","12","22","14","17","18","21","10","20","19","20","19","17","27","27","13","30","20","17","16","20","23","20","15","16","27","26","23","10","24","17","17","20"
"192","Friday","18","6","14","19","16","19","7","14","15","20","16","18","20","20","21","15","21","20","23","16","25","26","26","22","22","19","23","28","14","25","19","25","17","21","19","16","23","7","20","17","19","22","24","18","16","19","20","22","16","27","22","23","17","14","21","16","19","22","16","21","21","27","16","26","15","17","27","23","21","21","16","21","23","21","21","21","17","18","15","27","31","16","16","16","21","14","15","21","17","19","22","25","22","15","19","21","22","23","19","23","14","32","23","25","18","27","25","15","21","22","22","24","28","20","29","21","9","11","18","26","10","28","15","22","28","21","23","22","31","15","17","18","21","16","20","27","22","18","23","17","16","23","23","19"
"193","Friday","17","1","15","17","25","14","28","20","22","19","21","22","14","21","15","23","22","15","25","21","14","30","24","25","14","18","22","22","23","21","19","11","29","20","16","16","12","18","18","16","17","15","14","21","15","29","26","29","19","14","14","28","23","16","12","22","15","23","29","25","15","18","27","25","10","16","18","20","24","14","17","21","25","22","15","16","30","16","12","16","18","23","19","26","16","23","24","23","25","15","14","21","25","23","22","25","22","26","24","14","15","23","21","18","20","18","22","13","15","25","22","19","19","14","18","15","14","14","20","19","16","27","13","15","31","24","28","11","16","10","16","20","18","15","15","14","16","21","21","26","26","20","25","19"
"194","Friday","17","2","17","32","15","21","18","20","16","17","18","17","27","11","22","19","20","14","20","21","17","16","13","21","16","24","12","28","21","21","16","16","21","21","22","23","25","22","21","23","16","23","9","19","28","21","19","17","23","20","18","21","11","24","20","19","22","18","18","23","21","16","17","27","23","19","22","20","19","20","11","15","16","20","26","28","23","26","20","15","20","19","15","22","26","19","20","23","11","17","27","23","14","17","21","19","23","22","22","21","19","15","9","17","18","23","13","19","26","21","22","20","22","12","27","22","17","9","14","25","11","19","18","18","14","24","14","19","24","17","17","21","25","22","15","23","18","18","24","21","15","21","23","19"
"195","Friday","17","3","25","20","19","14","18","21","15","26","22","26","14","28","17","20","24","22","20","25","27","14","26","20","19","15","23","21","17","17","18","13","22","29","7","18","21","20","13","12","17","21","21","20","15","23","27","8","24","28","15","18","19","15","21","13","21","15","18","17","13","22","22","18","19","21","23","13","26","21","29","22","21","23","28","28","20","25","15","24","18","16","22","27","17","16","22","17","29","23","15","17","16","20","7","20","14","18","12","17","37","17","27","20","18","10","24","24","22","27","11","21","21","19","11","24","13","17","16","26","6","14","28","15","20","15","16","21","17","20","18","16","32","24","21","17","20","18","15","15","12","19","21","20"
"196","Friday","17","4","10","29","25","16","13","18","17","13","24","18","27","16","20","18","22","16","17","24","20","20","20","15","19","27","23","22","20","9","15","19","19","21","14","21","17","26","16","19","17","30","20","20","21","21","23","33","24","20","22","27","15","9","17","23","29","25","17","24","19","22","19","21","23","16","16","17","16","14","19","17","24","12","6","21","18","27","21","15","19","18","15","16","29","16","10","14","26","17","24","11","18","15","23","17","19","20","19","24","29","12","21","24","18","25","21","22","34","18","18","8","29","14","27","26","21","15","11","17","29","20","15","23","21","21","14","18","17","16","21","24","17","21","13","21","28","13","18","17","31","23","24","15"
"197","Friday","17","5","19","23","20","19","15","17","26","21","21","22","16","10","16","15","18","17","19","28","16","18","23","19","20","25","21","13","15","11","17","24","21","12","8","18","21","23","17","11","19","7","14","21","20","19","12","15","23","29","17","10","16","20","16","17","14","23","22","14","19","17","13","21","23","25","28","11","24","18","19","23","19","23","10","17","19","24","18","19","20","17","21","31","25","16","26","21","23","16","8","14","21","17","6","17","10","19","13","20","17","27","31","11","16","25","18","18","24","19","26","16","19","21","26","7","22","18","29","18","11","20","15","13","17","21","19","22","21","21","19","20","18","22","12","11","16","26","16","22","21","25","21","26"
"198","Friday","17","6","21","25","15","16","17","18","17","20","14","23","21","10","19","17","9","19","27","22","19","18","21","28","16","30","18","27","19","24","10","22","17","19","24","14","19","9","20","20","21","12","13","25","29","21","15","22","24","15","19","20","15","31","20","18","14","19","23","22","22","18","29","26","22","20","28","20","13","18","7","15","14","27","14","19","19","21","21","17","17","15","14","19","24","18","29","34","20","16","15","27","16","25","16","19","11","27","19","24","16","16","20","14","18","19","18","19","20","21","14","24","24","19","21","24","22","13","19","16","19","20","18","17","18","14","19","17","15","13","16","13","24","21","29","20","27","27","20","14","16","18","21","24"
"199","Friday","21","1","22","28","13","21","17","22","25","6","27","22","19","27","24","16","26","22","10","19","25","12","18","16","23","18","27","16","18","13","16","9","20","16","19","14","11","25","15","17","10","24","13","20","22","17","15","15","11","20","14","16","29","17","28","16","23","19","14","13","21","31","17","15","19","20","18","21","21","15","16","19","18","15","22","31","23","18","12","20","24","21","16","11","18","16","23","27","19","18","15","24","18","12","16","22","17","24","31","18","25","22","14","8","25","22","19","6","22","22","21","19","21","19","21","29","7","13","25","21","12","17","20","15","20","11","20","28","23","17","13","14","21","25","28","11","27","22","23","23","15","17","20","17"
"200","Friday","21","2","22","17","15","12","24","14","24","15","23","15","18","14","19","14","16","20","20","23","20","16","18","29","21","22","4","14","20","15","30","28","15","26","24","17","21","15","19","6","28","16","16","14","23","19","15","20","20","10","19","9","12","23","30","19","25","31","15","14","13","17","22","24","23","13","24","21","21","22","12","14","16","21","17","20","18","32","30","19","9","16","17","17","21","36","15","23","20","11","16","20","15","26","15","20","22","17","28","11","25","19","21","20","26","20","16","14","21","20","10","21","24","18","24","18","12","25","10","24","16","25","19","11","23","27","24","24","12","26","16","11","24","22","25","23","5","6","18","27","22","13","19","18"
"201","Friday","21","3","18","20","21","24","17","19","21","17","23","20","25","17","19","34","17","12","16","11","24","16","22","17","28","13","14","14","18","19","17","13","27","21","22","26","27","23","17","22","17","27","24","14","17","24","23","22","19","20","21","24","19","20","15","20","28","23","17","19","18","25","19","15","16","27","27","17","23","33","26","17","22","21","27","20","17","27","23","14","23","28","18","23","32","11","16","19","22","19","28","18","14","12","17","12","18","20","19","25","18","15","14","27","31","10","17","23","22","19","12","17","7","12","27","27","16","21","17","20","19","21","15","23","11","21","16","16","26","21","20","13","17","22","20","9","23","15","18","18","16","18","20","11"
"202","Friday","21","4","16","14","20","12","28","21","16","19","38","18","19","17","15","14","22","19","27","24","16","15","21","10","31","14","9","22","21","18","14","21","24","17","25","16","18","17","21","19","23","14","17","19","16","22","17","20","28","21","11","15","17","18","19","21","19","23","11","16","30","17","19","18","18","17","25","28","21","15","15","13","16","21","29","19","10","24","21","19","20","15","22","21","20","17","16","23","23","19","11","19","21","11","11","14","23","18","18","27","19","25","22","17","24","15","23","9","22","20","20","17","16","18","20","27","19","18","25","24","20","20","13","18","25","14","12","26","15","23","20","20","7","15","22","19","15","12","16","16","23","28","18","19"
"203","Friday","21","5","24","20","26","27","23","23","22","31","19","19","21","23","31","24","18","27","9","20","15","14","27","8","13","25","22","9","22","22","23","29","19","18","18","24","23","22","15","16","10","27","16","25","25","21","23","14","20","15","25","22","20","15","18","18","33","17","15","25","13","20","18","13","14","19","7","18","24","19","25","20","18","16","22","24","31","20","21","15","15","13","17","24","24","19","23","11","17","10","14","35","25","8","16","13","27","19","24","18","15","17","22","13","18","22","16","27","24","28","16","22","18","27","25","18","19","21","18","16","14","24","19","19","12","24","23","25","19","21","26","16","24","18","21","10","17","18","14","18","15","27","14","18"
"204","Friday","21","6","21","19","13","28","19","19","20","29","23","19","12","15","21","23","27","26","22","25","18","25","24","18","30","24","21","21","27","22","19","16","19","22","20","22","26","29","17","12","21","33","18","27","31","16","23","18","16","23","20","17","21","25","14","13","17","5","23","24","18","32","22","23","16","29","16","20","16","19","25","23","18","11","24","22","21","17","20","17","20","19","22","17","11","24","14","21","19","16","19","20","14","13","23","12","16","16","23","13","31","23","23","17","28","14","17","8","22","15","23","19","16","16","17","16","12","13","14","33","22","18","17","17","25","21","18","10","27","10","25","22","15","22","26","13","21","22","24","16","25","15","21","13"
"205","Friday","20","1","16","19","22","25","19","18","27","19","24","18","32","5","19","24","18","20","20","23","27","16","11","23","19","13","21","27","13","20","21","19","11","23","23","27","25","15","22","23","24","20","19","16","17","6","21","18","20","22","24","14","13","22","25","21","20","20","17","15","23","22","32","18","23","21","21","11","15","25","26","20","28","24","17","22","24","24","25","24","21","20","22","29","19","15","22","13","20","15","24","26","20","20","21","16","20","18","23","18","28","21","21","26","25","16","14","22","15","22","16","14","17","21","23","22","11","12","17","19","28","19","23","22","20","20","15","15","21","18","21","16","21","18","13","15","15","16","27","14","18","26","28","22"
"206","Friday","20","2","19","27","17","20","24","22","27","20","16","9","13","15","21","20","22","13","20","17","30","23","14","21","19","17","26","18","12","16","28","18","19","30","15","19","8","21","19","23","14","20","19","16","20","19","11","19","30","23","19","20","20","15","21","13","15","18","23","14","20","25","26","21","27","12","24","18","16","26","22","21","26","20","14","15","14","15","14","21","16","20","12","13","18","18","21","16","13","23","18","16","20","27","18","14","12","16","18","15","19","17","14","7","28","27","18","11","19","18","23","20","17","12","20","29","28","15","26","22","21","13","17","21","26","22","18","17","12","19","7","25","21","22","18","18","19","15","19","18","26","26","16","32"
"207","Friday","20","3","20","18","20","21","20","23","27","19","21","23","13","16","19","30","17","17","24","18","26","17","14","18","18","16","18","19","18","22","18","17","26","24","22","20","16","20","15","21","19","28","14","11","19","17","16","10","26","22","9","25","21","18","24","19","13","21","22","27","21","16","12","23","17","15","16","16","26","19","23","20","24","17","15","14","21","25","11","19","16","19","21","17","23","27","18","33","16","18","26","23","18","15","13","17","20","19","25","12","18","23","23","26","18","12","14","12","24","17","29","16","18","13","20","14","22","14","17","16","16","17","15","23","16","17","16","20","12","18","18","17","13","23","26","26","20","22","15","20","31","13","16","20"
"208","Friday","20","4","16","28","23","10","19","23","18","16","9","31","19","19","26","16","19","21","22","27","21","19","24","22","26","15","14","20","17","15","26","23","22","17","14","15","17","21","13","14","28","5","18","16","18","18","17","16","18","15","13","18","20","25","10","20","18","22","8","22","26","19","14","19","21","22","20","18","17","18","22","11","11","17","21","14","15","12","29","23","21","19","18","13","17","16","15","23","29","22","20","14","24","12","16","16","13","17","24","15","22","19","17","16","17","21","12","16","16","28","22","19","18","21","16","27","17","25","31","21","18","22","16","12","15","20","17","28","18","19","22","19","19","28","9","27","19","26","23","14","17","10","26","17"
"209","Friday","20","5","15","18","23","26","21","22","23","17","18","22","19","22","22","22","33","29","20","16","20","27","22","21","19","10","20","24","18","15","26","17","16","26","21","15","21","6","22","24","17","17","20","22","20","21","26","21","16","15","21","19","14","12","16","30","18","14","12","23","28","22","20","27","15","19","21","19","14","14","19","17","20","16","20","16","23","17","16","21","31","17","26","17","23","13","21","22","22","24","19","14","24","22","25","13","27","34","28","21","11","18","19","22","22","26","22","18","20","20","23","15","23","26","23","22","26","21","21","24","27","17","17","25","25","13","15","26","7","25","18","14","22","28","17","9","15","19","19","15","23","15","14","20"
"210","Friday","20","6","11","15","20","14","23","8","22","20","28","17","23","25","14","19","25","27","16","13","10","16","23","23","19","17","12","26","16","20","28","15","28","13","24","22","19","19","22","15","21","20","14","16","23","10","11","17","25","23","19","16","14","11","24","16","18","16","27","28","20","24","18","22","25","23","22","8","19","22","25","15","18","20","20","22","28","16","29","25","17","27","20","20","18","20","14","25","24","20","15","12","24","17","26","16","19","13","24","12","15","26","18","19","20","22","16","21","15","13","18","23","27","25","21","12","20","26","24","24","27","23","17","21","20","27","26","17","16","18","9","26","18","18","27","21","19","10","28","25","12","23","19","25"
"211","Friday","19","1","30","20","15","22","13","20","13","18","8","23","31","16","17","22","24","15","24","15","21","25","18","17","12","26","10","29","20","20","25","21","18","20","17","10","17","19","13","17","18","19","8","22","22","23","19","20","22","20","18","15","13","20","20","20","24","16","17","22","26","27","22","18","23","27","28","28","19","25","17","23","17","27","17","18","17","24","25","21","25","14","18","17","15","18","18","15","25","17","18","25","23","16","16","17","20","13","24","18","12","16","24","16","19","22","15","25","21","22","11","28","24","16","13","13","26","16","21","22","18","22","19","28","14","19","28","14","22","19","14","22","21","12","26","15","17","31","24","20","17","12","14","13"
"212","Friday","19","2","10","30","13","25","19","20","25","29","28","11","14","17","21","19","11","17","14","22","21","14","21","23","24","20","19","29","19","31","20","22","12","18","19","23","23","20","17","22","22","29","15","18","31","24","25","13","21","24","25","14","19","25","15","15","20","15","22","21","19","10","23","23","21","25","12","24","21","29","15","19","15","17","14","26","12","18","18","19","12","23","22","29","24","12","24","24","16","21","25","10","14","17","27","25","21","19","21","18","20","22","21","21","9","18","27","17","23","16","9","19","22","17","16","26","23","20","17","19","23","23","27","27","24","18","10","16","20","19","20","17","17","29","23","15","14","12","18","26","14","24","22","28"
"213","Friday","19","3","22","15","18","16","17","15","24","21","17","14","29","18","14","19","24","13","21","24","32","17","23","18","23","20","15","16","30","26","10","37","17","17","15","12","23","23","18","22","26","20","18","28","17","25","22","17","21","9","12","18","21","19","15","22","23","25","21","23","11","13","13","18","18","19","21","14","19","24","25","20","29","28","15","15","23","24","17","22","23","13","14","18","27","16","15","17","26","14","20","19","7","25","11","28","18","25","15","18","23","20","23","14","15","25","29","15","25","26","25","20","13","14","24","19","25","19","17","23","18","15","13","20","14","13","19","18","20","9","16","15","19","11","18","26","17","34","21","21","17","23","27","13"
"214","Friday","19","4","23","20","24","21","7","14","22","13","17","28","16","21","23","22","21","27","18","20","21","20","24","24","16","17","12","9","17","16","20","19","11","18","20","16","17","18","14","11","12","26","25","24","23","25","18","22","12","17","20","21","24","20","13","7","22","14","25","23","13","24","13","20","22","20","16","17","25","23","20","14","18","26","20","18","26","16","12","29","27","16","26","18","19","16","26","18","29","27","20","20","22","21","19","17","16","20","23","22","13","18","19","14","19","19","21","16","24","15","19","24","20","11","22","16","16","27","28","21","15","19","19","21","20","22","21","16","20","28","18","18","30","16","24","22","24","26","23","13","15","23","23","18"
"215","Friday","19","5","20","15","27","18","18","14","19","20","18","21","12","30","25","20","14","14","22","20","23","16","27","20","12","13","12","20","10","11","26","26","22","19","16","11","20","20","19","20","20","18","19","15","16","23","19","22","18","20","19","26","18","19","24","18","27","18","18","17","19","24","15","21","11","12","15","19","23","12","32","13","19","18","19","25","20","17","15","12","12","26","24","24","35","25","21","29","15","20","21","13","31","23","17","12","23","21","19","15","17","11","24","20","22","15","13","24","23","14","13","20","20","21","12","24","13","12","16","21","12","23","21","17","12","17","15","16","22","17","23","23","19","16","19","10","27","15","20","26","26","18","21","25"
"216","Friday","19","6","19","14","17","15","17","15","11","22","21","28","18","22","35","21","22","24","9","13","23","21","23","24","27","22","20","24","28","27","14","25","23","12","11","22","21","20","13","27","15","24","14","19","25","28","24","18","20","16","13","26","17","23","23","16","20","10","10","27","16","18","17","20","29","19","20","23","26","25","18","23","13","20","15","24","28","25","15","21","23","20","16","24","22","26","25","14","23","15","15","17","17","15","20","17","22","20","18","19","22","18","24","14","28","22","16","24","22","19","25","24","20","28","24","26","32","21","27","22","6","20","17","20","11","22","19","17","19","21","11","18","14","21","25","20","24","19","22","23","27","17","12","21"
"217","Friday","22","1","22","24","14","27","13","25","18","15","10","16","19","23","29","14","10","21","23","26","22","15","18","25","8","19","26","17","17","16","9","28","24","15","12","16","19","14","12","18","22","12","12","15","14","17","30","18","18","22","22","13","19","20","25","13","19","20","15","21","25","12","15","21","18","30","23","21","17","29","22","12","26","28","10","24","26","19","19","22","20","18","15","17","28","13","10","19","14","21","11","13","13","22","22","30","20","17","16","18","20","23","15","15","20","24","16","36","13","20","24","16","10","25","23","21","14","19","12","12","23","13","15","14","25","20","19","18","32","20","18","20","24","26","12","15","18","18","10","18","22","27","19","17"
"218","Friday","22","2","22","23","22","18","15","26","24","10","24","24","23","24","24","26","12","26","32","24","19","18","18","28","14","19","18","13","11","12","21","30","18","19","23","19","25","28","13","28","18","25","23","19","10","11","32","22","21","22","19","28","17","19","13","21","10","20","8","19","17","30","26","24","17","13","14","13","16","14","16","13","26","15","21","22","20","17","21","20","15","17","23","20","28","18","23","18","20","20","22","21","18","18","27","18","22","11","17","13","20","29","23","19","26","22","20","19","15","24","23","21","24","16","26","25","29","15","18","24","24","20","17","16","17","26","20","34","23","13","21","19","21","20","21","18","26","22","18","27","20","20","14","28"
"219","Friday","22","3","18","24","23","17","25","19","20","25","29","29","21","22","11","23","22","16","30","16","20","18","16","23","8","24","19","18","14","17","17","28","26","17","11","19","28","16","23","18","7","21","16","15","14","28","19","23","28","28","23","13","20","19","21","25","22","29","12","26","18","23","18","24","19","19","14","24","26","14","16","22","27","29","24","22","17","26","24","13","26","23","21","11","31","20","20","17","21","30","23","26","20","22","20","15","15","9","19","22","21","19","20","22","22","14","24","16","17","25","17","17","27","31","15","12","16","20","22","19","19","20","20","19","19","16","25","15","17","18","23","28","21","17","26","10","20","21","16","20","20","20","12","14"
"220","Friday","22","4","21","13","14","25","26","26","18","20","24","23","12","20","12","19","15","22","9","13","18","13","22","19","19","11","11","9","23","21","21","11","16","37","16","23","26","24","22","15","17","13","31","23","18","18","22","13","20","24","25","15","19","28","20","18","23","21","15","10","18","26","13","14","9","21","21","29","14","19","20","17","24","25","20","19","18","16","20","11","15","24","16","29","29","12","20","19","24","15","28","18","20","18","27","26","18","22","8","25","21","16","24","19","17","21","19","22","17","15","18","22","28","21","23","18","20","17","25","21","18","30","21","22","16","23","16","23","26","18","17","24","24","26","23","11","17","17","21","18","25","17","19","20"
"221","Friday","22","5","16","23","10","19","24","19","22","26","11","22","23","15","19","11","16","18","19","20","16","23","12","21","24","15","19","24","27","12","23","17","21","16","17","27","24","25","20","21","31","12","23","23","20","18","18","17","24","21","26","18","17","24","19","14","13","16","21","16","18","20","19","20","22","20","16","20","15","15","12","18","15","25","26","23","17","13","12","20","14","13","20","27","24","13","15","15","19","23","19","22","32","21","22","19","24","21","14","21","11","19","32","11","20","25","25","22","27","12","17","19","17","19","19","25","8","24","12","19","25","22","20","22","16","21","25","15","22","20","15","10","20","30","20","14","26","17","15","8","22","15","27","18"
"222","Friday","22","6","21","20","12","20","13","29","25","27","20","25","13","11","26","28","27","28","12","19","26","27","21","22","23","23","19","12","15","27","10","19","19","18","12","19","19","16","21","20","15","23","19","11","25","17","14","14","17","25","26","27","16","27","24","22","19","11","20","16","31","20","21","20","25","21","25","25","13","17","15","29","17","20","12","15","28","15","22","16","16","22","23","29","15","26","26","18","16","26","21","10","24","18","20","24","15","17","26","9","15","15","17","10","13","19","21","23","14","27","13","22","25","15","21","29","6","22","18","16","22","25","17","25","23","19","19","23","26","31","12","22","21","19","9","18","27","17","23","20","19","23","14","24"
"223","Friday","09","1","20","10","18","23","17","17","23","25","19","22","28","13","20","13","17","25","25","13","19","18","21","22","20","13","26","18","26","15","22","19","26","15","18","18","15","14","24","30","29","15","22","13","9","21","14","23","11","16","22","14","16","24","25","16","19","21","27","19","23","22","24","22","17","12","27","18","27","13","21","7","23","13","18","19","23","10","16","19","15","15","23","15","28","32","14","18","24","26","18","16","7","19","13","18","15","28","19","19","22","16","24","12","7","17","28","18","18","27","4","17","16","26","16","21","18","21","4","22","14","23","21","11","17","25","26","17","14","33","18","12","30","23","19","24","17","20","28","24","20","25","13","14"
"224","Friday","09","2","20","17","23","17","21","16","26","21","22","22","17","21","9","21","18","23","16","18","22","25","12","17","18","23","24","13","21","17","14","22","18","27","13","25","18","15","20","12","15","19","22","26","16","18","19","17","20","20","17","26","20","21","19","22","21","20","16","19","25","18","9","25","27","17","16","18","20","14","12","19","21","19","17","32","23","26","27","24","24","22","25","17","25","22","18","29","17","20","27","21","19","11","20","14","14","22","18","15","24","17","21","18","19","12","17","22","22","20","20","20","17","25","27","24","25","16","16","24","21","25","14","21","20","30","20","21","8","25","17","26","16","18","24","15","27","22","21","21","12","14","23","16"
"225","Friday","09","3","25","25","15","22","20","24","15","22","27","20","18","20","25","15","23","16","11","20","15","18","16","23","24","18","27","18","18","19","11","18","16","21","18","20","18","19","21","21","28","16","21","17","12","26","15","25","12","23","21","22","19","17","22","7","9","16","22","12","24","19","16","22","30","18","8","21","22","15","16","18","9","20","14","25","22","19","15","17","20","21","18","15","9","19","27","18","26","20","12","21","32","28","17","13","18","24","14","19","18","25","23","17","19","18","19","19","5","22","14","22","26","20","20","19","20","18","22","17","21","16","26","23","30","26","15","24","22","28","17","15","3","23","17","20","22","24","27","17","20","24","30","26"
